[1400281200] LOG ROTATION: DAILY
[1400281200] LOG VERSION: 2.0
[1400281200] CURRENT HOST STATE: 84.203.208.42;UP;HARD;1;
[1400281200] CURRENT HOST STATE: 84.203.208.43;UP;HARD;1;
[1400281200] CURRENT HOST STATE: api.clickatell.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: asterisk.int.mttnow.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: b2b.easyjet.com;UP;HARD;1;HTTP WARNING: HTTP/1.1 400 Bad Request
[1400281200] CURRENT HOST STATE: bcd.mttnow.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: eleventh-hour.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: helpdesk.mttnow.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: latam.mttnow.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.62 ms
[1400281200] CURRENT HOST STATE: m.abacus.com.sg;UP;HARD;1;
[1400281200] CURRENT HOST STATE: m.atlantisthepalm.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: m.easyjet.com;UP;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.259 second response time
[1400281200] CURRENT HOST STATE: m.flybe.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: m.jumeirah.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: m.transavia.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: mobile.jetstar.com;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 197.26 ms
[1400281200] CURRENT HOST STATE: s1-sc5-b-euw;UP;HARD;1;
[1400281200] CURRENT HOST STATE: s1.jq.mttnow.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: s2-sc5-c-euw;UP;HARD;1;
[1400281200] CURRENT HOST STATE: s2.jq.mttnow.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: security.mttnow.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: www.mttnow.com;UP;HARD;1;
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Last Registration - s2-sc2-d-use;OK;HARD;1;OK: Value is 21.000
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Registrations per hour - ELB;OK;HARD;1;OK: Value is 141.000
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - adb1-c-use;OK;HARD;1;DISK OK - free space: / 6145 MB (76% inode=92%):
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - adb2-d-use;OK;HARD;1;DISK OK - free space: / 6145 MB (76% inode=92%):
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - pms-a-use;OK;HARD;1;DISK OK - free space: / 5693 MB (71% inode=91%):
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - s1-sc1-c-use;OK;HARD;1;DISK OK - free space: / 4062 MB (50% inode=75%):
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - s2-sc2-d-use;OK;HARD;1;DISK OK - free space: / 4096 MB (51% inode=75%):
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - sms1-c-use;OK;HARD;1;DISK OK - free space: / 5698 MB (71% inode=91%):
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - sms2-d-use;OK;HARD;1;DISK OK - free space: / 5698 MB (71% inode=91%):
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - adb1-c-use;OK;HARD;1;DISK OK - free space: /var 278802 MB (97% inode=99%):
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - adb2-d-use;OK;HARD;1;DISK OK - free space: /var 278776 MB (97% inode=99%):
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - pms-a-use;OK;HARD;1;DISK OK - free space: /var 227756 MB (79% inode=99%):
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - s1-sc1-c-use;OK;HARD;1;DISK OK - free space: /var 223306 MB (77% inode=99%):
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - s2-sc2-d-use;OK;HARD;1;DISK OK - free space: /var 223409 MB (77% inode=99%):
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - sms1-c-use;OK;HARD;1;DISK OK - free space: /var 237592 MB (82% inode=99%):
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - sms2-d-use;OK;HARD;1;DISK OK - free space: /var 237542 MB (82% inode=99%):
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - adb1-c-use;OK;HARD;1;NTP OK: Offset 0.0009158849716 secs
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - adb2-d-use;OK;HARD;1;NTP OK: Offset 0.001461744308 secs
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - pms-a-use;OK;HARD;1;NTP OK: Offset -0.001837491989 secs
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - s1-sc1-c-use;OK;HARD;1;NTP OK: Offset 0.00247323513 secs
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - s2-sc2-d-use;OK;HARD;1;NTP OK: Offset 0.008505821228 secs
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - sms1-c-use;OK;HARD;1;NTP OK: Offset -0.0001966953278 secs
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - sms2-d-use;OK;HARD;1;NTP OK: Offset 0.000232219696 secs
[1400281200] CURRENT SERVICE STATE: bcd.mttnow.com;TripSource www site;OK;HARD;1;HTTP OK - HTTP/1.0 301 Moved Permanently - 0.779 second response time
[1400281200] CURRENT SERVICE STATE: eleventh-hour.com;APP - API Status;OK;HARD;1;WebInject OK - All tests passed successfully in 0.759 seconds
[1400281200] CURRENT SERVICE STATE: eleventh-hour.com;Email Errors S1 EUR;OK;HARD;1;OK: Value is 0.000
[1400281200] CURRENT SERVICE STATE: eleventh-hour.com;HTTP - Admin Europe;OK;HARD;1;HTTP OK HTTP/1.1 200 OK - 14568 bytes in 0.751 seconds
[1400281200] CURRENT SERVICE STATE: eleventh-hour.com;Server 1 - Disk /;OK;HARD;1;DISK OK - free space: / 5207 MB (65% inode=87%):
[1400281200] CURRENT SERVICE STATE: eleventh-hour.com;Server 1 - Disk /var;OK;HARD;1;DISK OK - free space: /var 9558 MB (33% inode=98%):
[1400281200] CURRENT SERVICE STATE: eleventh-hour.com;Server 1 - NTP Offset;OK;HARD;1;NTP OK: Offset -0.0002844333649 secs
[1400281200] CURRENT SERVICE STATE: eleventh-hour.com;Tomcat Memory S1 EUR;OK;HARD;1;OK: Value is 963524.000
[1400281200] CURRENT SERVICE STATE: helpdesk.mttnow.com;Eleventh Hour POP3;OK;HARD;1;POP3_ACCOUNT OK - 4 emails for helpdesk@eleventh-hour.com
[1400281200] CURRENT SERVICE STATE: helpdesk.mttnow.com;General POP3;OK;HARD;1;POP3_ACCOUNT OK - 0 emails for helpdesk@mttnow.com
[1400281200] CURRENT SERVICE STATE: helpdesk.mttnow.com;HTTP;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.271 second response time
[1400281200] CURRENT SERVICE STATE: helpdesk.mttnow.com;Helpdesk Ansaback queue checking;OK;HARD;1;OK: Value is 0.000
[1400281200] CURRENT SERVICE STATE: helpdesk.mttnow.com;Helpdesk Ops Support queue checking;OK;HARD;1;OK: Value is 0.000
[1400281200] CURRENT SERVICE STATE: latam.mttnow.com;APP - Elasticsearch Status;OK;HARD;1;OK: status is green
[1400281200] CURRENT SERVICE STATE: latam.mttnow.com;APP - Email Send Check - elb1-usw;OK;HARD;1;OK : sum:3222 : 3.222 seconds to complete.
[1400281200] CURRENT SERVICE STATE: latam.mttnow.com;APP - Flight Data Check - elb1-usw;OK;HARD;1;WebInject OK - All tests passed successfully in 0.635 seconds
[1400281200] CURRENT SERVICE STATE: latam.mttnow.com;APP - Flight Data Check - s1-sc1-b-usw;OK;HARD;1;WebInject OK - All tests passed successfully in 0.583 seconds
[1400281200] CURRENT SERVICE STATE: latam.mttnow.com;APP - Flight Data Check - s2-sc1-c-usw;OK;HARD;1;WebInject OK - All tests passed successfully in 0.7 seconds
[1400281200] CURRENT SERVICE STATE: latam.mttnow.com;Disk / - s1-sc1-b-usw;OK;HARD;1;DISK OK - free space: / 6046 MB (75% inode=89%):
[1400281200] CURRENT SERVICE STATE: latam.mttnow.com;Disk / - s2-sc1-c-usw;OK;HARD;1;DISK OK - free space: / 6046 MB (75% inode=89%):
[1400281200] CURRENT SERVICE STATE: latam.mttnow.com;Disk /var - s1-sc1-b-usw;OK;HARD;1;DISK OK - free space: /var 25481 MB (53% inode=99%):
[1400281200] CURRENT SERVICE STATE: latam.mttnow.com;Disk /var - s2-sc1-c-usw;OK;HARD;1;DISK OK - free space: /var 29817 MB (62% inode=99%):
[1400281200] CURRENT SERVICE STATE: latam.mttnow.com;Endpoint HTTPS Status - elb1-usw;OK;HARD;1;HTTP OK HTTP/1.1 200 OK - 171 bytes in 0.327 seconds
[1400281200] CURRENT SERVICE STATE: latam.mttnow.com;NTP Offset - s1-sc1-b-usw;OK;HARD;1;NTP OK: Offset -0.0002596378326 secs
[1400281200] CURRENT SERVICE STATE: latam.mttnow.com;NTP Offset - s2-sc1-c-usw;OK;HARD;1;NTP OK: Offset -0.0005202293396 secs
[1400281200] CURRENT SERVICE STATE: localhost;Current Load;OK;HARD;1;OK - load average: 0.00, 0.04, 0.00
[1400281200] CURRENT SERVICE STATE: localhost;Current Users;OK;HARD;1;USERS OK - 0 users currently logged in
[1400281200] CURRENT SERVICE STATE: localhost;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.05 ms
[1400281200] CURRENT SERVICE STATE: localhost;Root Partition;OK;HARD;1;DISK OK - free space: / 4024 MB (41% inode=96%):
[1400281200] CURRENT SERVICE STATE: localhost;SSH;OK;HARD;1;SSH OK - OpenSSH_4.3 (protocol 2.0)
[1400281200] CURRENT SERVICE STATE: localhost;Swap Usage;OK;HARD;1;SWAP OK - 100% free (255 MB out of 255 MB)
[1400281200] CURRENT SERVICE STATE: localhost;Total Processes;OK;HARD;1;PROCS OK: 38 processes with STATE = RSZDT
[1400281200] CURRENT SERVICE STATE: m.abacus.com.sg;Disk /;OK;HARD;1;DISK OK - free space: / 4859 MB (60% inode=91%):
[1400281200] CURRENT SERVICE STATE: m.abacus.com.sg;Disk /var;OK;HARD;1;DISK OK - free space: /var 27735 MB (57% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.abacus.com.sg;FOX Check;OK;HARD;1;WebInject OK - All tests passed successfully in 4.577 seconds
[1400281200] CURRENT SERVICE STATE: m.abacus.com.sg;HTTP;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.449 second response time
[1400281200] CURRENT SERVICE STATE: m.abacus.com.sg;HTTPS;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.897 second response time
[1400281200] CURRENT SERVICE STATE: m.abacus.com.sg;RBL Check;OK;HARD;1;CHECK_RBL OK -  (1 server timed out: access.redhawk.org)
[1400281200] CURRENT SERVICE STATE: m.abacus.com.sg;SSL Cert;OK;HARD;1;OK: certificate expires in 518 days (Sat Oct 17 03:59:05 2015)
[1400281200] CURRENT SERVICE STATE: m.atlantisthepalm.com;Disk /;OK;HARD;1;DISK OK - free space: / 5624 MB (69% inode=92%):
[1400281200] CURRENT SERVICE STATE: m.atlantisthepalm.com;Disk /var;OK;HARD;1;DISK OK - free space: /var 22773 MB (46% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.atlantisthepalm.com;HTTP;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.250 second response time
[1400281200] CURRENT SERVICE STATE: m.atlantisthepalm.com;HTTPS;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.541 second response time
[1400281200] CURRENT SERVICE STATE: m.atlantisthepalm.com;MW - Bookings per week;OK;HARD;1;OK: Value is 309.000
[1400281200] CURRENT SERVICE STATE: m.atlantisthepalm.com;MW - Dolphin Bay;OK;HARD;1;WebInject OK - All tests passed successfully in 11.41 seconds
[1400281200] CURRENT SERVICE STATE: m.atlantisthepalm.com;MW - Payment Details;OK;HARD;1;OK: Value is 1341.000
[1400281200] CURRENT SERVICE STATE: m.atlantisthepalm.com;MW - Payment Details - NIGHT;OK;HARD;1;OK: Value is 1841.000
[1400281200] CURRENT SERVICE STATE: m.atlantisthepalm.com;MW - Redirect check;OK;HARD;1;Script requires fix
[1400281200] CURRENT SERVICE STATE: m.atlantisthepalm.com;MW - Special Offers;OK;HARD;1;WebInject OK - All tests passed successfully in 0.514 seconds
[1400281200] CURRENT SERVICE STATE: m.atlantisthepalm.com;MW - Waterpark;OK;HARD;1;OK: Value is 1154.000
[1400281200] CURRENT SERVICE STATE: m.atlantisthepalm.com;RBL Check;OK;HARD;1;CHECK_RBL OK -  (1 server timed out: access.redhawk.org)
[1400281200] CURRENT SERVICE STATE: m.atlantisthepalm.com;SSL Cert;OK;HARD;1;OK: certificate expires in 695 days (Mon Apr 11 00:59:59 2016)
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;APP - Elasticsearch Status;OK;HARD;1;OK: status is green
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Apps - Booking excl payment;OK;HARD;1;OK : sum:4151 : 4.151 seconds to complete.
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Apps - HTTP;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.257 second response time
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Apps - HTTPS;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.568 second response time
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Apps - Server1 - Booking excl payment;OK;HARD;1;OK : sum:7166 : 7.166 seconds to complete.
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Apps - Server2 - Booking excl payment;OK;HARD;1;OK : sum:5984 : 5.984 seconds to complete.
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Apps - User Login;OK;HARD;1;OK : sum:887 : 0.887 seconds to complete.
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Bookings Per Hour;OK;HARD;1;OK: Value is 136.000
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / pms-a-euw;OK;HARD;1;DISK OK - free space: / 5558 MB (69% inode=82%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / s1-sc1-b-euw;OK;HARD;1;DISK OK - free space: / 5060 MB (63% inode=81%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / s1-sc2-b-euw;OK;HARD;1;DISK OK - free space: / 5060 MB (63% inode=81%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / s1-sc3-b-euw;OK;HARD;1;DISK OK - free space: / 5059 MB (63% inode=81%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / s1-sc4-b-euw;OK;HARD;1;DISK OK - free space: / 3353 MB (42% inode=81%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / s1-sc5-b-euw;OK;HARD;1;DISK OK - free space: / 5162 MB (64% inode=81%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / s1-sc6-b-euw;OK;HARD;1;DISK OK - free space: / 5059 MB (63% inode=81%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / s1-sc7-b-euw;OK;HARD;1;DISK OK - free space: / 5060 MB (63% inode=81%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / s2-sc1-c-euw;OK;HARD;1;DISK OK - free space: / 5060 MB (63% inode=81%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / s2-sc2-c-euw;OK;HARD;1;DISK OK - free space: / 5060 MB (63% inode=81%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / s2-sc3-c-euw;OK;HARD;1;DISK OK - free space: / 5060 MB (63% inode=81%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / s2-sc4-c-euw;OK;HARD;1;DISK OK - free space: / 3684 MB (46% inode=81%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / s2-sc5-c-euw;OK;HARD;1;DISK OK - free space: / 5162 MB (64% inode=81%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / s2-sc6-c-euw;OK;HARD;1;DISK OK - free space: / 5059 MB (63% inode=81%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / s2-sc7-c-euw;OK;HARD;1;DISK OK - free space: / 5058 MB (63% inode=81%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / sms1-b-euw;OK;HARD;1;DISK OK - free space: / 5558 MB (69% inode=82%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk / sms2-c-euw;OK;HARD;1;DISK OK - free space: / 5558 MB (69% inode=82%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var pms-a-euw;OK;HARD;1;DISK OK - free space: /var 244224 MB (84% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var s1-sc1-b-euw;OK;HARD;1;DISK OK - free space: /var 30983 MB (64% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var s1-sc2-b-euw;OK;HARD;1;DISK OK - free space: /var 27597 MB (57% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var s1-sc3-b-euw;OK;HARD;1;DISK OK - free space: /var 14999 MB (31% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var s1-sc4-b-euw;OK;HARD;1;DISK OK - free space: /var 28730 MB (60% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var s1-sc5-b-euw;OK;HARD;1;DISK OK - free space: /var 177255 MB (61% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var s1-sc6-b-euw;OK;HARD;1;DISK OK - free space: /var 30600 MB (63% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var s1-sc7-b-euw;OK;HARD;1;DISK OK - free space: /var 25581 MB (53% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var s2-sc1-c-euw;OK;HARD;1;DISK OK - free space: /var 30973 MB (64% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var s2-sc2-c-euw;OK;HARD;1;DISK OK - free space: /var 27495 MB (57% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var s2-sc3-c-euw;OK;HARD;1;DISK OK - free space: /var 14917 MB (31% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var s2-sc4-c-euw;OK;HARD;1;DISK OK - free space: /var 28746 MB (60% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var s2-sc5-c-euw;OK;HARD;1;DISK OK - free space: /var 175547 MB (60% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var s2-sc6-c-euw;OK;HARD;1;DISK OK - free space: /var 30563 MB (63% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var s2-sc7-c-euw;OK;HARD;1;DISK OK - free space: /var 25350 MB (52% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var sms1-b-euw;OK;HARD;1;DISK OK - free space: /var 249363 MB (86% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Disk /var sms2-c-euw;OK;HARD;1;DISK OK - free space: /var 249367 MB (86% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;HTTP;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.340 second response time
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;HTTP - V2.4.0 check;OK;HARD;1;HTTP OK HTTP/1.1 200 OK - 5455 bytes in 0.281 seconds
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;HTTP - deep check;OK;HARD;1;HTTP OK HTTP/1.1 200 OK - 6261 bytes in 0.462 seconds
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;HTTPS;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 5.691 second response time
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;MW - ELB - MYSQL connections Booking;OK;HARD;1;OK: Value is 43.000
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;MW - ELB - MYSQL connections Mediator;OK;HARD;1;OK: Value is 17.000
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;MW - Server 1 - Flight Status;OK;HARD;1;OK: Value is 31.000
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;OK;HARD;1;OK: Value is 20.000
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;MW - Server 1 - Payment Details;OK;HARD;1;OK: Value is 1.000
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;OK;HARD;1;OK: Value is 2.000
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;MW - Server 1 - Session Timeouts Per Day;OK;HARD;1;OK: Value is 0.000
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;MW - Server 2 - Flight Status;OK;HARD;1;OK: Value is 14.000
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;OK;HARD;1;OK: Value is 7.000
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;OK;HARD;1;OK: Value is 770.000
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;MW - Server 2 - Session Timeouts Per Day;OK;HARD;1;OK: Value is 0.000
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;MW - Server 2 Payment Details;OK;HARD;1;OK: Value is 310.000
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset pms-a-euw;OK;HARD;1;NTP OK: Offset 0.001330494881 secs
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s1-sc1-b-euw;OK;HARD;1;NTP OK: Offset -0.005526304245 secs
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s1-sc2-b-euw;OK;HARD;1;NTP OK: Offset 0.005635499954 secs
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s1-sc3-b-euw;OK;HARD;1;NTP OK: Offset 0.001533031464 secs
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s1-sc4-b-euw;OK;HARD;1;NTP OK: Offset -0.00440788269 secs
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s1-sc5-b-euw;OK;HARD;1;NTP OK: Offset -0.01599013805 secs
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s1-sc6-b-euw;OK;HARD;1;NTP OK: Offset 0.0006141662598 secs
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s1-sc7-b-euw;OK;HARD;1;NTP OK: Offset -0.0004076957703 secs
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s2-sc1-c-euw;OK;HARD;1;NTP OK: Offset -0.000240445137 secs
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s2-sc2-c-euw;OK;HARD;1;NTP OK: Offset -0.008863449097 secs
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s2-sc3-c-euw;OK;HARD;1;NTP OK: Offset 0.002977371216 secs
